"Permit.Number","Permit.Type","Status","Date.Issued","Sub.Type","Property.Address","Valuation","APN","Contractor.s.Name","Contractor.s.Address","Work.Description"
"B2020-00425","Building Permit","Finaled","2/4/2020","Residential | Alteration | 0","2953 CALIFORNIA St,
BERKELEY, CA 94703","26000","53160802500","GEN-TECH
CONSTRUCTION INC.","4820 MAC ARTHUR BLVD, OAKLAND, CA,
CA94619","Remove/replace left front foundation Approx. 75 LF."
"B2020-00426","Building Permit","Issued","2/4/2020","Residential | Alteration | 0","1237 RUSSELL St,
BERKELEY, CA 94702","10000","53166401200","CONTI K LEUNG
CONSTRUCTION INC","500 CATHEDRAL DR UNIT 2216, APTOS,
CA, CA95001-5089","New stucco over existing 2 story, 8 unit apartment
building per NOV"
"B2020-00428","Building Permit","Finaled","2/4/2020","Residential | Alteration | 0","1425 OREGON St,
BERKELEY, CA 94702","9000","54173701900","RELIABLE ROOFING","12441 CHANDLER BLVD, VALLEY VLG, CA,
CA91607-1606","Re-roof, approx. 30 squares."
"B2020-00433","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","2333 SIXTH St, BERKELEY,
CA 94710","0","56194101700","CLEAN SOLAR INC","1445 KOLL CIR STE 109, SAN JOSE, CA,
CA95112-4611","Install 7.77 KW PV solar panels (21 modules) on the
roof. (See Permit #B2020-00388 for ESS.)"
"B2020-00437","Building Permit","Issued","2/28/2020","Residential | Alteration | 1","1027 COLUSA Ave,
BERKELEY, CA 94707","74618.00","61261001900","","","Remove & replace twenty-three (23) windows, & three
(3) patio doors, same sizes & locations."
"B2020-00439","Building Permit","Issued","2/11/2020","Residential | Alteration | 0","1202 EVELYN Ave,
BERKELEY, CA 94706","0","60240900200","","","Install (1) circuit breaker and (1) eGauge"
"B2020-00440","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","2419 PROSPECT St,
BERKELEY, CA 94704","0","55185602000","HADDON HEATING &
COOLING","135 MASON CIRCLE, CONCORD, CA,
CA94520","Furnace replacement (like for like)"
"B2020-00443","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","956 ARLINGTON Ave,
BERKELEY, CA 94707","0","61257701900","GARCIA AND SON ELECTRIC","2909 ELLIS ST, BERKELEY, CA, CA94703","Add one new circuit for six (6) new outlets. Work is in conjunction with dry-rot repair under permit #B2019-
00275."
"B2020-00444","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","2730 ACTON St, BERKELEY, CA 94702","0","54174100500","GARCIA AND SON ELECTRIC","2909 ELLIS ST, BERKELEY, CA, CA94703","Remove existing fused meter/main disconnect panel and install new 200Amp main panel at approved PG&E location. Add new subpanel & 30Amp circuit, 3 new outlets, new fan location and three new switch locations. Subject to field inspection."
"B2020-00445","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","514 GRIZZLY PEAK Blvd, BERKELEY, CA 94708","0","63295300900","ALL SEASONS CONSTRUCTION","5277 COLLEGE AVE STE 10, OAKLAND, CA, CA94618","Install french drain in crawlspace (lower left rear of
home) to discharge into a dissipation pit in rear yard. Fire Zone 2 Property."
"B2020-00447","Building Permit","Issued","2/11/2020","Residential | Alteration | 0","1501 CAMPUS Dr, BERKELEY,
CA 94708","0","60248302200","","","Install (1) circuit breaker and (1) eGauge"
"B2020-00448","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","2104 SPAULDING Ave,
BERKELEY, CA 94703","18000.00","56200000401","DETAIL DRYWALL &
STUCCO INC","23000 CONNECTICUT ST STE 4,
HAYWARD, CA, CA94545-1691","Replace stucco, remove & replace windows, same
sizes & locations."
"B2020-00449","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","1608 BANCROFT Way,
BERKELEY, CA 94703","5000","55191200501","T M K CONSTRUCTION","4037 PHELAN RD STE A110, PHELAN, CA,
CA92371-8915","Remodel (E) bathroom in kind, replace vanity, sink
shower floor pan, new recessed lighting and fan."
"B2020-00451","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","1227 NEILSON St, BERKELEY,
CA 94706","13500","60241501700","ARMSTRONG
INSTALLATION","4575 SAN PABLO AVE, OAKLAND, CA,
CA94608","14 squares:  Sweep off existing roofing material and
replace with foam overlay."
"B2020-00453","Building Permit","Finaled","2/5/2020","Residential | Alteration | 0","2102 JEFFERSON Ave,
BERKELEY, CA 94703","2100","56200500700","AXIS CONSTRUCTION","2544 BARRINGTON CT, HAYWARD, CA, CA94545","Waterproof existing balcony window, replace 80 SF 3-
coat stucco, new head flashing, 20LF of window trim, paint to match existing colors."
"B2020-00454","Building Permit","Finaled","2/11/2020","Residential | Alteration | 1","1821 CARLETON St,
BERKELEY, CA 94703","0","54181200900","FDR PLUMBING INC","1229 FULTON AVE, VALLEJO, CA, CA94591","Installation of a Navien NPE 210 tankless water heater and boiler in crawl space.  Add radiant floor heating to
existing residence."
"B2020-00456","Building Permit","Finaled","2/5/2020","Residential | Alteration | 0","950 HEARST Ave 7,
BERKELEY, CA 94710","10000.00","57209200400","BZ CONSTRUCTION","1271 WASHINGTON AVE # 336, SAN LEANDRO, CA, CA94577-3646","3/10/2020 - Replace (e) water heaterI
nterior kitchen remodel. Replace cabinets, counters, sink & range hood. Upgrade electrical. (Unit #7, Second Floor.)"
"B2020-00457","Building Permit","Finaled","2/5/2020","Residential | Alteration | 0","1921 1/2 DWIGHT Way, BERKELEY, CA 94704","0","55189801200","KEITH THEM WONG","872 33RD ST, EMERYVILLE, CA, CA94608-
4313","Per housing report H2019-00895 dated December 31, 2019 items # 6,7 & 8 repair or replace (E) water heater to meet current code, and secure electrical cable."
"B2020-00460","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","1459 STANNAGE Ave,
BERKELEY, CA 94702","17400","60239302300","SIERRA ROOFING & SOLAR","6955 SIERRA CT STE 102, DUBLIN, CA, CA94568-2641","Remove (E) comp shingles. Install 7/16"" OSB and new GAF reflector coastal slate. Crrc # 0676-0131a. 1200
SF"
"B2020-00463","Building Permit","Issued","2/25/2020","Residential | Alteration | 0","2729 ELMWOOD Ave,
BERKELEY, CA 94705","0","52156704400","LUMINALT ENERGY CORPORATION","1320 POTRERO AVE, SAN FRANCISCO, CA, CA94110","Install 10.47 KW PV solar panels (30 modules) on the roof with a new 400 AMP main service panel & two (2) 200 AMP subpanels. Install Energy Storage System &
Battery Backup (10 KW)."
"B2020-00464","Building Permit","Issued","2/13/2020","Residential | Alteration | 0","1140 BANCROFT Way,
BERKELEY, CA 94702","0","56192600100","TRUE RENEWABLE
ENERGY INC","6533 LAS POSITAS RD, LIVERMORE, CA,
CA94551","Install PV solar panels (13 modules) on the roof with a
powerwall & battery backup."
"B2020-00466","Building Permit","Issued","2/18/2020","Residential | Alteration | 0","2409 M L KING JR Way, BERKELEY, CA 94704","24500","55189901700","","","Voluntary seismic retrofit, including hardy frame, high strength shear wall, new shear panels, blocking, clips, anchor bolts and framing for transfer tax rebate..
Construct concrete footings and grade beams for hardy
frame per plans."
"B2020-00469","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","2431 SEVENTH St A, BERKELEY, CA 94710","3000.00","56193902800","KARAJEN CONSTRUCTION","19051 CLEMENT DRIVE, CASTRO VALLEY, CA, CA94552","Per Housing Report #H2019-00891, Dated 1-15-2020. Item #s 1, 2, 3, 5 & 7. Replace entry door, sheetrock, wall furnace, bathroom ceiling & water heater in Unit A."
"B2020-00473","Building Permit","Finaled","2/6/2020","Residential | Alteration | 0","1121 CHAUCER St,
BERKELEY, CA 94702","0","56192601100","","","Replace FHA furnace with gas-fired boiler and radiant heat. Existing electric & plumbing to remain."
"B2020-00476","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","2238 SEVENTH St D,
BERKELEY, CA 94710","0","56196401200","","","Install water heater"
"B2020-00478","Building Permit","Finaled","2/18/2020","Residential | Alteration | 0","2425 PRINCE St, BERKELEY, CA 94705","12265.00","52157500200","RENEWAL BY ANDERSEN OF SAN FRA","30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace four (4) windows, same sizes & locations."
"B2020-00479","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","2223 SEVENTH St,
BERKELEY, CA 94710","5000.00","56196903000","SMP CONSTRUCTION AND MAINTENANCE DBA FOUNDATION REPAIR OF
CA","1813 RUTAN DR, LIVERMORE, CA, CA94551-7639","Plan Set A - Voluntary Seismic in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate."
"B2020-00482","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","1627 WARD St, BERKELEY,
CA 94703","3000","54173101100","","","Interior bath remodel."
"B2020-00484","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","1440 CORNELL Ave,
BERKELEY, CA 94702","10500.00","60239300300","STYLE & STRUCTURE
INC","3478 BUSKIRK AVE STE 1000, PLEASANT
HILL, CA, CA94523-4378","Interior bath remodel. Upgrade electrical, replace
cabinets & plumbing fixtures."
"B2020-00487","Building Permit","Finaled","2/6/2020","Residential | Alteration | 0","1213 GLEN Ave, BERKELEY,
CA 94708","10000","60246504200","PRO ROOFING
MAINTENANCE INC","3597 SOMERSET AVE, CASTRO VALLEY,
CA, CA94546-3446","Reroof- Installation of modified bitumen system over the
existing roof"
"B2020-00490","Building Permit","Finaled","2/13/2020","Residential | Alteration | 0","2509 ACTON St, BERKELEY, CA 94702","7000","54179602000","DUVAL CONSTRUCTION INC","8642 TERRACE DR, EL CERRITO, CA, CA94530","Provide and install all anchor bolts, post details, blocking,  22 UFRP’s and 8 shear walls.  Add additional framing, and other related work as required for seismic
upgrade."
"B2020-00491","Building Permit","Finaled","2/7/2020","Residential | Alteration | 0","1416 NEILSON St, BERKELEY,
CA 94702","0","60239101800","EARLE'S LO-COST
ELECTRIC","3024 MAXWELL AVE, OAKLAND, CA,
CA94619","Emergency replace meter base in panel"
"B2020-00492","Building Permit","Issued","2/25/2020","Residential | Alteration | 0","931 FRESNO Ave,
BERKELEY, CA 94707","45000","61260302900","","","Remodel (E) kitchen, demolish casework and appliances and install new. Replace back door and
window with new glass slider."
"B2020-00493","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1740 WALNUT St, BERKELEY,
CA 94709","43890.00","58217700708","LOVETT & LOVETT
ROOFING INC","2525 E 10TH ST, OAKLAND, CA, CA94601-
1414","Reroof:  Modified Bitumen 1 layer white"
"B2020-00494","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1510 OXFORD St, BERKELEY, CA 94709","0","59225900500","ELITE ELECTRIC INC.","840 66TH AVE, OAKLAND, CA, CA94621-
3716","Install two (2) Powerwalls & one (1) Battery Backup with
a new 200 AMP subpanel & 225 AMP main service panel upgrade."
"B2020-00495","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1706 NINTH St, BERKELEY,
CA 94710","0","58212300701","MOORE MECHANICAL
INC","6575 TRINITY CT, DUBLIN, CA, CA94568","Install min-split system 1 outdoor unit and 3 indoor
units.  New 208/230v circuit"
"B2020-00497","Building Permit","Finaled","2/7/2020","Residential | Alteration | 0","1211 BANCROFT Way,
BERKELEY, CA 94702","0","56198702100","GREENELECTRIC US","1700 SHATTUCK AVE STE 71, BERKELEY,
CA, CA94709-3402","Mani service panel upgrade 200A"
"B2020-00499","Building Permit","Finaled","2/7/2020","Residential | Alteration | 0","2515 RUSSELL St,
BERKELEY, CA 94705","0","53169301300","BERKELEY ELECTRIC
INC","909 CAMELIA ST, BERKELEY, CA, CA94710-
1419","200 AMP panel upgrade w/2 meters, additional circuits
for upstairs unit, reconnect (E) circuits."
"B2020-00500","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","2241 SUMMER St,
BERKELEY, CA 94709","0","60246301200","BERKELEY ELECTRIC
INC","909 CAMELIA ST, BERKELEY, CA, CA94710-
1419","200 AMP panel upgrade, and 125 AMP sub panel."
"B2020-00508","Building Permit","Issued","2/20/2020","Residential | Alteration | 0","3046 FULTON St, BERKELEY,
CA 94705","0","52158401700","SIMPLY SOLAR INC","1740 CORPORATE CIR, PETALUMA, CA,
CA94954","(10) panel roof mount solar install and panel
replacement for 125/100 main electrical."
"B2020-00510","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","1615 BERKELEY Way,
BERKELEY, CA 94703","0","57206901200","DESKINS PLUMBING","2920 CHESTNUT ST, OAKLAND, CA, CA94608","Remove and replaced room heater, water heater and
install gas supply for water heater and room heater per housing report H2019-00826"
"B2020-00512","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","2117 KITTREDGE St,
BERKELEY, CA 94704","0","57203000800","DESKINS PLUMBING","2920 CHESTNUT ST, OAKLAND, CA,
CA94608","correct clothes washer drain, water heater and other
plumbing per housing report H2018-00496"
"B2020-00513","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","1933 YOLO Ave, BERKELEY, CA 94707","35000","61256800600","","","Remove chimney between dining room & kitchen room from attic to foundation. Remove nonbearing partition & replace with 1/2 partition wall. Remodel kitchen, two (2) baths & one (1) toilet room. Fire Zone 2 Property."
"B2020-00514","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","2321 EDWARDS St,
BERKELEY, CA 94702","0","56191502900","","","In kind replacement of 100Amp main panel, main grounding system, and main service mast, install bollards in front of main panel per PG&E, and relocate 30Amp fuse sub panel from inside hallway back to main
panel."
"B2020-00516","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","1913 BERRYMAN St,
BERKELEY, CA 94709","0","60244901400","FREDRIC'S ELECTRIC","1175 ARCH ST, BERKELEY, CA, CA94708","Upgrade services to 4 meters and 4 new subpanels on building 1913 Berryman (upgrade to 60A each 240v) to accommodate 1911 and 1913 Berryman St."
"B2020-00517","Building Permit","Issued","2/13/2020","Residential | Addition/Alteration |
0","1712 MARIN Ave, BERKELEY,
CA 94707","0","61261502300","","","Replace solar thermal with solar source heat pump
water heater."
"B2020-00523","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","1621 TYLER St, BERKELEY,
CA 94703","17325","53160701200","NORTHERN CALIFORNIA
ROOFING","875 COTTING LANE STE. I, VACAVILLE,
CA, CA95688","20 squares:  Remove single layer composition system,
replace with new composition system"
"B2020-00524","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","1465 ORDWAY St,
BERKELEY, CA 94702","11550","60242307600","IB ROOFING","1947 21ST AVE # A, OAKLAND, CA,
CA94606-4664","Re-roof: Strip old roof, install class A comp shingles."
"B2020-00526","Building Permit","Issued","2/10/2020","Mixed Use | Alteration | 0","1756 CAPISTRANO Ave,
BERKELEY, CA 94707","9800","62288602500","ALPHA ROOFING CO","3017 MIDDLEFIELD RD, REDWOOD CITY,
CA, CA94063","19 squares - Tear off all existing roof and install Land
Mare Soloris (3 layers)"
"B2020-00527","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","2055 LOS ANGELES Ave,
BERKELEY, CA 94707","0","61258600700","","","Water heater replacement."
"B2020-00529","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","2930 CALIFORNIA St,
BERKELEY, CA 94703","0","53161000300","THE CLIMATE COMPANEY HEATING &
AIR CONDITIONING","818 W 7TH ST, ANTIOCH, CA, CA94509-
1549","Furnace replacement in-kind"
"B2020-00530","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","1039 CHANNING Way,
BERKELEY, CA 94710","0","56193301900","","","Upgrade subpanel to 125 AMPs & replace circuits. Replace receptacles, switches & lights. Install new bathroom fan, carbon monoxide & smoke detectors. Not removing any sheetrock.
1] Replace subpanel with new, 125 amps max, 20-40 space sub panel. Sub feed is 60 amps.
2] Install 7, 20 amp AFCI breakers.
3] Install 4, 15 amp  AFCI breakers.
4] Install 16, 4"" LED can lights.
5] Install 28 receptacles and light switches. 6] Install 5, GFCI receptacles.
7] Install one bathroom exhaust fan
8] Install 2, smoke/CO2 detector."
"B2020-00531","Building Permit","Issued","2/21/2020","Residential | Alteration | 1","945 EUCLID Ave, BERKELEY,
CA 94708","100000","63297505100","WINFIELD
CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE,
CA, CA94608","Kitchen remodel laundry room as per plans.  Fire zone 2"
"B2020-00532","Building Permit","Issued","2/10/2020","Commercial | Alteration | 0","2622 SAN PABLO Ave,
BERKELEY, CA 94702","0","54176300500","TVR ELECTRIC","19778 SPRAGUE CT, CASTRO VALLEY,
CA, CA94546-4019","Install new 200amp electrical service"
"B2020-00534","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","2200 DWIGHT Way 10,
BERKELEY, CA 94704","0","55183001500","COHEN JEFFREY H","7260 VIEW AVE, EL CERRITO, CA,
CA94530-1814","Replace sub-feed with new, replace subpanel and add 3
new circuits"
"B2020-00535","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","390 VERMONT Ave,
BERKELEY, CA 94707","0","62294200702","SUN FIRST! INC","136 MITCHELL BLVD, SAN RAFAEL, CA,
CA94903-2044","Install of sixteen (16) roof mounted PV solar panels and
one (1) wall mounted battery  Fire zone 2"
"B2020-00536","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","1530 STUART St, BERKELEY,
CA 94703","16500","53167102800","BEAR REMODELING INC","4265 CLAYTON RD APT 101, CONCORD,
CA, CA94521-2769","Kitchen and Bath remodel in unit A - no exterior
changes"
