Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2020-02387,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"590 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",0,"063
295500500",FIGHTING AMISH ELECTRIC,"2339 HOWE STREET, BERKELEY, CA, CA94705",200-amp service upgrade
B2020-02393,Building Permit,Issued,9/25/2020,"Residential | Addition/Alteration
| 1","9 AJAX Pl, BERKELEY, CA
94708",75000,"063
316102100",WOOD HORSE CONSTRUCTION,"1628 CARLETON ST, BERKELEY, CA, CA94703","Interior renovation of 138 sf Master Bath and closet and new 18 sf Powder Room within existing footprint.
No windows are being replaced.  Property in Fire Zone 2."
B2020-02401,Building Permit,Issued,9/16/2020,Residential | Alteration | 0,"1437 WARD St, BERKELEY, CA 94702",17236,"054
173501501",,,"Retrofit replacement of (22) windows. (1) egress window in each bedroom. u-value<.30. All bedroom sills are <44"" to floor."
B2020-02413,Building Permit,Issued,9/10/2020,Residential | Alteration | 1,"74 OAK RIDGE Rd, BERKELEY, CA 94705",80000,"064
424300600",WINFIELD CONSTRUCTION CO,"1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608",Remove existing balcony & replace with a new deck. Fire Zone 2 Property.
B2020-02430,Building Permit,Issued,9/4/2020,Residential | Alteration | 1,"806 THE ALAMEDA,
BERKELEY, CA 94707",4300,"062
288800100",,,Bracing of (e) interior stairwell 2x4 framed walls inside crawlspace
B2020-02442,Building Permit,Issued,9/16/2020,Residential | Alteration | 0,"1516 CARLETON St,
BERKELEY, CA 94703",0,"054
180202000",E R A CONSTRUCTION INC,"1220 MARIN AVENUE, SAN PABLO, CA, CA94806",100 Amp Temporary Power pole.
B2020-02452,Building Permit,Finaled,9/14/2020,Residential | Alteration | 0,"2027 PARKER St 1/2, BERKELEY, CA 94704",13900,"055
182101000",AMERICAN HOME RENEWAL INC,,"Remove and replace (5) windows in kind, and add
(1) new bedroom window."
B2020-02453,Building Permit,Issued,9/29/2020,Residential | Alteration | 1,"2637 PIEDMONT Ave,
BERKELEY, CA 94704",175000,"055
185201700",HELICO INC,"41255 FREMONT BLVD STE 103, FREMONT, CA, CA94538-4874","2637 Piedmont Ave 1/2: Replace interior  walls from fire damage, replace windows, new bay window. Remodel kitchen and bathroom."
B2020-02467,Building Permit,Finaled,9/2/2020,Residential | Alteration | 1,"530 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",15000,"063
295301200",DUVAL CONSTRUCTION INC,"8642 TERRACE DRIVE, EL CERRITO, CA, CA94530",Voluntary seismic retrofit in accordance with Chapter A3 for the Brace and Bolt program. Property in Fire Zone 2.
B2020-02485,Building Permit,Finaled,9/9/2020,Residential | Alteration | 1,"2280 EUNICE St,
BERKELEY, CA 94709",14000,"060
246302200",NICHOLAS CHRIST CONSTRUCTION INC,"1208 PORTLAND AVE, BERKELEY, CA, CA94706-1324",Repair in kind of rot at front entry stairs w/ code compliant handrail and guardrail. No change in setback or footprint of staircase.  Property in Fire Zone 2.
B2020-02497,Building Permit,Issued,9/14/2020,Residential | Alteration | 1,"2800 HILLEGASS Ave,
BERKELEY, CA 94705",40000,"053
169300300",,,Remodel kitchen and bathroom
B2020-02522,Building Permit,Issued,9/17/2020,Residential | Alteration | 0,"2304 SIXTH St, BERKELEY, CA 94710",0,"056
194200400",CITY ELECTRIC SERVICE INC,"50 ROLPH PARK DR, CROCKETT, CA, CA94525-1424",Replace (2) main fuse panels with new breaker panel at same location outside.
B2020-02525,Building Permit,Finaled,9/17/2020,Commercial | Alteration | 1,"2539 TELEGRAPH Ave,
BERKELEY, CA 94704",2000,"055
183902000",CENTERLINE SIGNS AND LIGHTING,"10822 1/2 REAGAN ST, LOS ALAMITOS, CA, CA90720-2433","Installation of one (1) illuminated sign to front elevation canopy reading ""2nd Street"""
B2020-02569,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"906 CONTRA COSTA Ave, BERKELEY, CA 94707",0,"061
257503200",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615","Install 70 AMP Energy Storage System (to existing
4.33 PV Solar). Fire Zone 2 Property."
B2020-02596,Building Permit,Finaled,9/24/2020,Residential | Alteration | 0,"1502 CHESTNUT St,
BERKELEY, CA 94702",11000,"059
229200400",ALL SEASONS ROOFING,"1120 INDIANA ST, VALLEJO, CA, CA94590-4552","Tear off existing roof, lay 15 lb felt paper, replace roof jacks & flashings. Install edge metal & 30 year composition shingles."
B2020-02617,Building Permit,Finaled,9/18/2020,Residential | Demolition | 1,"1601 OXFORD St,
BERKELEY, CA 94709",57000,"058
218300100",JAMES E ROBERTS- OBAYASHI CORP,"20 OAK CT, DANVILLE, CA, CA94526-
4006",Demolish existing three-story building.
B2020-02632,Building Permit,Issued,9/16/2020,Residential | Alteration | 0,"2330 EUNICE St,
BERKELEY, CA 94708",15000,"060
246302800",,,Interior kitchen remodel in main house. Replace/install electrical in shop (accessory structure). Fire Zone 2 Property.
B2020-02633,Building Permit,Issued,9/4/2020,Residential | Alteration | 0,"2690 SHASTA Rd,
BERKELEY, CA 94708",30000,"060
246906719",ACHIEVE REMODELING,"712 BANCROFT RD STE 832, WALNUT CREEK, CA, CA94598-1531",Remove & replace exterior wall siding. Remove & replace one (1) window. Fire Zone 2 Property.
B2020-02640,Building Permit,Finaled,9/4/2020,Residential | Alteration | 0,"2144 JEFFERSON Ave,
BERKELEY, CA 94703",4500,"056
200507000",AXIS CONSTRUCTION,"2544 BARRINGTON CT, HAYWARD, CA, CA94545","Waterproof one (E) window on second floor. Remove 12"" of stucco around all four sides. Install new head & pan flashing. Re-install new waterproofing & 3 coat stucco. Prime and paint to match (E) colors. All work to be in kind."
B2020-02643,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1537 COMSTOCK Ct,
BERKELEY, CA 94703",0,"059
227802800",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 2.96 KW PV solar panels (8 modules) on the roof.
B2020-02646,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1038 CHANNING Way,
BERKELEY, CA 94710",0,"056
193200301",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 3.0 KW PV solar panels (8 modules) on the roof.
B2020-02653,Building Permit,Finaled,9/4/2020,Residential | Alteration | 0,"1047 OXFORD St,
BERKELEY, CA 94707",0,"061
258803300",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install new Energy Storage System in basement.
B2020-02662,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"121 PANORAMIC Way,
BERKELEY, CA 94704",4000,"055
186204201",,,Replace cedar shingles on house as needed.  Fire zone 3
B2020-02670,Building Permit,Finaled,9/14/2020,Residential | Alteration | 0,"2304 SACRAMENTO St,
BERKELEY, CA 94702",800,"056
191500700",,,Replace  three (3) windows as per case  # H2019- 00595.
B2020-02684,Building Permit,Finaled,9/2/2020,Residential | Alteration | 1,"31 AVENIDA Dr,
BERKELEY, CA 94708",16500,"060
248203300",BERKELEY CRAFTSMEN G C INC,"2530 TENTH ST SUITE 2, BERKELEY, CA, CA94710",Replace driveway concrete in kind to repair dryrot areas.  Property in Fire Zone 2.
B2020-02686,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"2911 LORINA St,
BERKELEY, CA 94705",0,"053
158802000",,,200 AMP panel upgrade and 100 AMP panel upgrade.
B2020-02688,Building Permit,Finaled,9/14/2020,Residential | Alteration | 0,"935 SAN BENITO Rd, BERKELEY, CA 94707",11000,"061
258900500",R K ROOFING,"10521 PEBBLE BEACH DR, OAKLAND, CA, CA94605-5021",Tear off (E) shingle and install new class A shingle.
B2020-02698,Building Permit,Issued,9/3/2020,Residential | Alteration | 0,"2304 WOOLSEY St,
BERKELEY, CA 94705",12224,"016
142203000",SOLAR TECHNOLOGIES,"705 N BRANCIFORTE AVE, SANTA CRUZ, CA, CA95062-1025","Install 3.20 KW PV solar panels (10 modules) flush mounted, on the roof. Install new rafter supports."
B2020-02702,Building Permit,Finaled,9/22/2020,Residential | Alteration | 0,"462 MICHIGAN Ave,
BERKELEY, CA 94707",0,"062
293900900","SUNRUN INSTALLATION SERVICES, INC","225 BUSH STREET STE 1400, SAN FRANCISCO, CA, CA94104","Install 3.84 KW PV solar panels (16 modules) on the roof, with a 13.5 KW Energy Storage System & a 200 AMP Backup Gateway. Fire Zone 2 Property."
B2020-02708,Building Permit,Issued,9/2/2020,Residential | Alteration | 0,"1429 TENTH St, BERKELEY, CA 94710",0,"059
233202100",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615","Install 4.5 KW PV flush mounted solar panels (12 modules) on the roof. Per inspector, change address from 1427 to 1429 Tenth St."
B2020-02712,Building Permit,Finaled,9/9/2020,Residential | Alteration | 0,"1380 TOMLEE Dr,
BERKELEY, CA 94702",0,"059
228604500",BERKELEY ELECTRIC INC,"909 CAMELIA ST, BERKELEY, CA, CA94710","200 AMP main panel upgrade, redirect (E) closet sub panel circuits to new main panel with AFCI/GFCI breakers."
B2020-02717,Building Permit,Issued,9/8/2020,Residential | Alteration | 0,"2536 PIEDMONT Ave,
BERKELEY, CA 94704",15000,"055
185001000",,,Foundation repair and seismic upgrade of the crawl space per CEBC Chapter A-3.
B2020-02726,Building Permit,Issued,9/22/2020,Residential | Alteration | 0,"1044 OVERLOOK Rd,
BERKELEY, CA 94708",0,"063
314008900","SUNRUN INSTALLATION SERVICES, INC","225 BUSH STREET STE 1400, SAN FRANCISCO, CA, CA94104","Install 6.38 KW PV solar panels (22 modules) on the roof with a new 13.5 KW Energy Storage System, 200 AMP Backup & new 225 AMP subpanel. Fire Zone 2 Property."
B2020-02738,Building Permit,Finaled,9/3/2020,Residential | Alteration | 0,"2153 SACRAMENTO St,
BERKELEY, CA 94702",15000,"056
200001900",HOME HEALING RENOVATIONS,"702 HARRISON ST STE 8, BERKELEY, CA, CA94710-1358",Bathroom remodel.
B2020-02742,Building Permit,Issued,9/22/2020,Residential | Alteration | 0,"1385 VIRGINIA St,
BERKELEY, CA 94702",25000,"058
214402200",MATTHEW F BARNA,"1125 E 18TH ST APT 6, OAKLAND, CA, CA94606-3832","Installing New Exterior Door, Install Shorter Window in Kitchen, Replace and Install (N) Furnace in Crawl Space with (N) Ducting, HVAC Runs will stay the same, (N) Electrical Panel with (N) romex for receptacles and lights. Kitchen Remodel, Move Stove Gas Piping to opposite wall."
B2020-02754,Building Permit,Finaled,9/22/2020,Residential | Alteration | 1,"1310 ACTON St,
BERKELEY, CA 94706",395.5,"060
242700400",SHELTER BUILDERS,"2306 ROSE ST, BERKELEY, CA, CA94708-1808","Condo Conversion: Replace missing sub-floor in under-floor area to close large opening and add a piece 5/8” Drywall on the lower part of vertical wall leading to HVAC Units. Electrical work to include 30-amp circuit breaker seated in busbar, (N) electrical receptacles to cover exposed conductors, lower safety beams in garages A and C 1” so door reverse action are placed at the maximum 6-inches above the slab, add conduit support to the sub- panel, cover two unused openings in the panel where cables are terminated."
B2020-02758,Building Permit,Finaled,9/4/2020,Residential | Alteration | 0,"1345 TALBOT Ave,
BERKELEY, CA 94702",0,"060
240001500",SOLAR TECHNOLOGIES,"705 N BRANCIFORTE AVE, SANTA CRUZ, CA, CA95062-1025",Install 3.20 KW PV flush mounted solar panels (10 modules) on the roof.
B2020-02761,Building Permit,Finaled,9/4/2020,Residential | Alteration | 0,"798 WILDCAT CANYON Rd, BERKELEY, CA 94708",0,"063
313009400",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 7.2 KW PV solar panels (20 modules) on the roof with a new 125 AMP subpanel. Fire Zone 2 Property.
B2020-02763,Building Permit,Finaled,9/22/2020,Residential | Alteration | 0,"935 SAN BENITO Rd, BERKELEY, CA 94707",0,"061
258900500",EARTHWISE ENERGY SOLUTIONS LLC,"PO BOX 1538, SAUSALITO, CA, CA94965",Install 3.35 KW PV solar panels (10 modules) on the roof with a Battery Backup. Fire Zone 2 Property.
B2020-02764,Building Permit,Issued,9/4/2020,Residential | Alteration | 0,"927 EUCLID Ave,
BERKELEY, CA 94708",0,"063
297104000",GREEN AIR HEATING AND AIR COND,"4050 PIKE LN SUITE B, CONCORD, CA, CA94520",Install two (2) Tesla Powerwalls.  Fire zone 2
B2020-02773,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1601 TYLER St, BERKELEY, CA 94703",25000,"053
160701900",BEST VALUE HOME IMPROVEMENT,"3608 GRAND AVE STE 204, OAKLAND, CA, CA94610",Legalize closet converted into master bathroom and replace 3 windows
B2020-02774,Building Permit,Issued,9/14/2020,Residential | Alteration | 0,"1610 PRINCE St,
BERKELEY, CA 94703",31731,"052
154502300",RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544",Replace 12 retrofit fibrex windows in 8 units total
B2020-02786,Building Permit,Issued,9/4/2020,Residential | Alteration | 0,"570 VISTAMONT Ave,
BERKELEY, CA 94708",0,"063
310008900",LUMINALT ENERGY CORPORATION,"1320 POTRERO AVE, SAN FRANCISCO, CA, CA94110","Install 3.20 KW PV solar panels (8 modules) on the roof with a 10 KW Energy Storage System, Tesla Backup & Tesla Powerwall. Fire Zone 2 Property."
B2020-02790,Building Permit,Issued,9/8/2020,Residential | Alteration | 1,"3204 COLLEGE Ave,
BERKELEY, CA 94705",500,"052
140900101",D SQUARED CONSTRUCTION,"1037 SHARY CIR STE C, CONCORD, CA, CA94518-4700",HANG ROUND OUTDOOR SIGNAGE DIRECTLY ABOVE ENTRANCE DOOR
B2020-02795,Building Permit,Finaled,9/28/2020,Residential | Alteration | 0,"1772 LE ROY Ave, BERKELEY, CA 94709",0,"058
219900200",DARIUS KRAUS ELECTRIC,"7341 CIRCLE HILL DR, OAKLAND, CA, CA94605-2619","Re-wire of (10) outlets, (3) dedicated 20 AMP outlets for sewer ejection pump."
B2020-02796,Building Permit,Issued,9/3/2020,Residential | Alteration | 0,"1139 GILMAN St,
BERKELEY, CA 94706",8603,"060
240601800",GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906","Seismic retrofit per Plan set A, for Transfer Tax Rebate and Earthquake Brace & Bolt program."
B2020-02797,Building Permit,Finaled,9/3/2020,Residential | Alteration | 0,"1272 DELAWARE St,
BERKELEY, CA 94702",6603,"057
208000406",GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906","Seismic retrofit per Plan set A, for transfer tax rebate and Earthquake Brace & Bolt program."
B2020-02798,Building Permit,Finaled,9/3/2020,Residential | Alteration | 0,"2423 BYRON St,
BERKELEY, CA 94702",9703,"056
192902600",GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906","Seismic retrofit per Plan set A, for transfer tax rebate and Earthquake Brace & Bolt program."
B2020-02803,Building Permit,Finaled,9/18/2020,Residential | Alteration | 1,"1530 PRINCE St,
BERKELEY, CA 94703",56950,"052
154202400",EF CONSTRUCTION INC,"851 TRESTLE GLEN RD, OAKLAND, CA, CA94610-2317",Engineered retrofit per plan of lower level living area. For transfer tax rebate.
B2020-02804,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"2229 TENTH St, BERKELEY, CA 94710",0,"056
197602500",FIGHTING AMISH ELECTRIC,"2339 HOWE STREET, BERKELEY, CA, CA94705",200 amp 2-meter service upgrade
B2020-02808,Building Permit,Finaled,9/17/2020,Residential | Alteration | 0,"3001 COLLEGE Ave G, BERKELEY, CA 94705",8000,"052
156403500",SULTAN CONSTRUCTION,"2226 MCGEE AVE, BERKELEY, CA, CA94703","Replace 1 window in each of 2 bedrooms and change the existing sliding glass door to the deck in the living room into 2 smaller sliding glass doors, and wall patching and stucco work necessary, Remove the carpet in the bedrooms and replace with wood floors to match the floor in the living room"
B2020-02814,Building Permit,Finaled,9/3/2020,Residential | Alteration | 0,"2389 EUNICE St,
BERKELEY, CA 94708",10000,"061
255300900",HOME HEALING RENOVATIONS,"702 HARRISON ST STE 8, BERKELEY, CA, CA94710-1358","rebuild and repair damaged entry stairs, replace door.  Property in Fire Zone 2."
B2020-02820,Building Permit,Issued,9/3/2020,Residential | Alteration | 0,"2214 ROOSEVELT Ave,
BERKELEY, CA 94703",7500,"056
200900900",COMPASS CONSTRUCTION&REN OVATIO,"2218 ROOSEVELT AVE, BERKELEY, CA, CA94703","Voluntary Seismic in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt program.
Qualifies for Transfer Tax Rebate. Wall bracing & sill plate anchorage."
B2020-02822,Building Permit,Issued,9/23/2020,Residential | Alteration | 0,"2838 DERBY St,
BERKELEY, CA 94705",500,"054
170402600",SUNPOWER CORPORATION SYSTEMS,"120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105","Sister new rafters for new PV system, See B2020- 02086"
B2020-02825,Building Permit,Finaled,9/10/2020,Residential | Alteration | 1,"2033 DELAWARE St,
BERKELEY, CA 94709",9000,"058
217600500",EAST BAY CONSTRUCTION,"2837 14TH ST, SAN PABLO, CA, CA94806",Voluntary seismic retrofit.
B2020-02833,Building Permit,Issued,9/2/2020,Residential | Alteration | 0,"2911 HILLEGASS Ave,
BERKELEY, CA 94705",0,"052
156902400",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 2.48 KW PV solar panels (8 modules) on the roof. (For new ADU at 2913 Hillegass Ave permit #B2020-01030.)
B2020-02838,Building Permit,Finaled,9/30/2020,Residential | Alteration | 0,"2306 CURTIS St,
BERKELEY, CA 94702",9000,"056
192600200",PALM CONSTRUCTION INC,"17259 HESPERIAN BLVD STE 7, SAN LORENZO, CA, CA94580-3157","COMPLETE KITCHEN REMODEL LIKE FOR LIKE, NO WALLS OR LAYOUT CHANGE, REPLACING FROM OLD CABINETS, COUNTERTOP, BACKSPLAH, FLOOR, SINK, FAUCET, APPLIANCES TO NEW ADDING 5 RECESSED LIGHT TO CODE, REWIRE THE ENTIRE HOUSE"
B2020-02845,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1238 JOSEPHINE St,
BERKELEY, CA 94703",0,"060
244501000",PELICAN PLUMBERS,"1881 ALCATRAZ AVENUE, BERKELEY, CA, CA94703",Replacing all galvanized water lines with copper from meter
B2020-02846,Building Permit,Issued,9/18/2020,Residential | Alteration | 1,"1325 CARLOTTA Ave,
BERKELEY, CA 94703",1000,"060
244504600",PANCOAST CONSTRUCTION INC.,"1319 CARLOTTA AVENUE, BERKELEY, CA, CA94703",Required building permit for retaining wall that straddles the property line. All work performed & paid for by owners at 1327 Carlotta Ave. See permit #B2020-02141.
B2020-02849,Building Permit,Issued,9/22/2020,Residential | Alteration | 1,"935 UNIVERSITY Ave,
BERKELEY, CA 94710",35000,"057
209201000",ANSTIRMAN CONSTRUCTION,"2356 SCENIC AVE, MARTINEZ, CA, CA94553-1953","Interior remodel of 2-BR unit including fully remodeled kitchen, interior repainting and electrical upgrades.  Work also includes replacement of windows."
B2020-02850,Building Permit,Issued,9/25/2020,Residential | Alteration | 1,"947 UNIVERSITY Ave,
BERKELEY, CA 94710",35000,"057
209201000",ANSTIRMAN CONSTRUCTION,"2356 SCENIC AVE, MARTINEZ, CA, CA94553-1953","Interior remodel of 2-BR unit including fully remodeled kitchen, interior repainting and electrical upgrades.  Work also includes replacement of windows."
