Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2019-02521,Building Permit,Issued,7/11/2019,Residential | Alteration | 0,"1110 EUCLID Ave,
BERKELEY, CA 94708",5841,61255103300,HOME DEPOT USA INC.,"PO BOX 105465, ATLANTA, GA, GA30348-
5465","Remove & replace one (1) patio door, same size &
location. Fire Zone 2 Property."
B2019-02534,Building Permit,Issued,7/10/2019,Residential | Alteration | 0,"1722 WARD St, BERKELEY, CA 94703",12603,54172902800,GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906",Engineered seismic retrofit for transfer tax rebate.
B2019-02535,Building Permit,Issued,7/9/2019,Residential | Alteration | 0,"2752 MATHEWS St,
BERKELEY, CA 94702",12603,54174204600,GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906",Engineered seismic retrofit per chapter A-3 for transfer tax rebate.
B2019-02537,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"1134 BLAKE St, BERKELEY,
CA 94702",0,54178402600,"SEMPER SOLARIS
CONSTRUCTION","2570 BARRINGTON CT, HAYWARD, CA,
CA94545-1133","Install 2.64KW PV solar panels (8 modules) on the
roof. Upgrade main breaker to 100 AMPs."
B2019-02539,Building Permit,Issued,7/26/2019,Residential | Alteration | 1,"1261 SPRUCE St, BERKELEY, CA 94709",200000,60246402000,MARIO SANTILLI CONSTRUCTION,"1940 UNION ST STE 2, OAKLAND, CA, CA94607",Kitchen and two bath remodel. Create new laundry room on 2nd floor. Replace (e) windows. Fire zone 2
B2019-02555,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"2129 ROSE St, BERKELEY, CA 94709",7300,60246608800,,,"Seismic & foundation repair for Transfer Tax Rebate. Add shear walls, repair center foundation concrete footing & wood stem wall. Fire Zone 2 Property."
B2019-02574,Building Permit,Finaled,7/24/2019,Residential | Alteration | 0,"2126 MCKINLEY Ave,
BERKELEY, CA 94703",50000,57201501200,,,Engineered Seismic Retrofit of sub-structural area
B2019-02578,Building Permit,Finaled,7/3/2019,Residential | Alteration | 1,"2825 PALM Ct, BERKELEY, CA 94705",11000,53170106000,,,"Replace existing single-pane windows with double- pane, low-E windows.
Add pocket door to interior non-load bearing wall."
B2019-02585,Building Permit,Finaled,7/10/2019,Residential | Alteration | 1,"2006 ROSE St, BERKELEY,
CA 94709",17000,59226503900,"CUATES GENERAL
CONSTRUCTION","7107 WELD ST, OAKLAND, CA, CA94621-
3145","Remove unreinforced masonry chimney. Qualifies for
Transfer Tax Rebate."
B2019-02592,Building Permit,Issued,7/9/2019,Residential | Alteration | 0,"1215 WARD St, BERKELEY,
CA 94702",0,54174002100,FREEDOM FOREVER,"43445 BUSINESS PARK DR, TEMECULA,
CA, CA92590-3669","Install 4.275KW PV solar panels (15 modules) on the
roof & an EV charging inverter."
B2019-02593,Building Permit,Issued,7/5/2019,Residential | Alteration | 0,"1721 SPRUCE St, BERKELEY, CA 94709",0,58218203700,FREEDOM FOREVER,"43445 BUSINESS PARK DR, TEMECULA, CA, CA92590-3669","Install 4.880KW PV solar panels (16 modules) on the roof. Upgrade main service panel to 225AMPs. Fire
Zone 2 Property."
B2019-02594,Building Permit,Finaled,7/18/2019,Residential | Alteration | 1,"2925 REGENT St, BERKELEY,
CA 94705",48950,52157002100,EF CONSTRUCTION INC,"851 TRESTLE GLEN RD, OAKLAND, CA,
CA94610-2317","Voluntary Seismic strengthening for transfer tax
rebate."
B2019-02604,Building Permit,Finaled,7/3/2019,Residential | Alteration | 1,"1516 SCENIC Ave,
BERKELEY, CA 94708",11000,59225200302,FB DESIGNBUILD INC,"924 CARLETON STREET, BERKELEY, CA,
CA94710","Deck replacement and expansion. Must Comply with
Fire Zone 2 Requirements."
B2019-02632,Building Permit,Finaled,7/18/2019,Residential | Alteration | 0,"1745 HOPKINS St,
BERKELEY, CA 94707",9800,60243701501,"EAST BAY
CONSTRUCTION","2837 14TH ST, SAN PABLO, CA, CA94806","Seismic retrofit crawl space in the front and basement
in the back."
B2019-02635,Building Permit,Issued,7/5/2019,Residential | Alteration | 0,"1527 JULIA St, BERKELEY, CA 94703",7500,53161000800,SAFE STEP WALK-IN TUB CO INC,"15262 PIPELINE LN, HUNTINGTN BCH, CA, CA92649-1136",Replace existing tub in hall bathroom with a walk in tub. Add 20 AMP circuit & patch small drywall opening.
B2019-02636,Building Permit,Finaled,7/5/2019,Residential | Alteration | 0,"1315 MCGEE Ave,
BERKELEY, CA 94703",11482,60243804200,"A-TAYLOR MADE
WINDOW","5327 JACUZZI ST STE 5E, PT RICHMOND,
CA, CA94804","Remove & replace six (6) bedroom windows, same
sizes & locations."
B2019-02648,Building Permit,Issued,7/23/2019,Residential | Alteration | 1,"1685 SOLANO Ave,
BERKELEY, CA 94707",100000,62287101601,RELIANCE BUILDING AND MAINTENANCE LLC,"1027 N EMERALD AVE, MODESTO, CA, CA95351-1591","Kitchen & bath remodel in units 101, 103, 201, 303 &
400."
B2019-02659,Building Permit,Finaled,7/5/2019,Residential | Alteration | 0,"2251 CARLETON St,
BERKELEY, CA 94704",0,55182800400,SYNERGY POWER,"962 SUNSET DR, LIVERMORE, CA,
CA94551-1826","Install 3.3 KW PV solar panels (10 modules) on the
roof."
B2019-02679,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"36 EL CAMINO REAL,
BERKELEY, CA 94705",0,64424200700,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 4.38KW PV solar panels (12 modules) on the
roof. Fire Zone 2 Property."
B2019-02688,Building Permit,Issued,7/5/2019,Residential | Alteration | 0,"35 OAKVALE Ave,
BERKELEY, CA 94705",0,64423801201,FREEDOM FOREVER,"43445 BUSINESS PARK DR, TEMECULA,
CA, CA92590-3669","Install 5.985 KW PV solar panels (21 modules) on
detached shed at rear."
B2019-02702,Building Permit,Issued,7/2/2019,Residential | Alteration | 0,"1400 KAINS Ave, BERKELEY, CA 94702",100000,60239600200,MENUCHA ROCHEL SPALTER,"109 JACKSON ST, HAYWARD, CA, CA94544-1948","Remodel kitchen, bathroom, new lighting, replace 100 amp panel and plumbing through house
Revised description bathroom interior remodel - remove kitchen replace by laundry room. Sliding window in new laundry room. Remove kitchen wall & nook. Between nook & dining room rebuild stair case to lower level complete bathroom remodel exterior remodel - re-stucco house & replace windows.
Valuation increased from $50,000 to $100,000 Rev01."
B2019-02712,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"1623 FAIRVIEW St 5,
BERKELEY, CA 94703",15000,52154301200,"PROPERTY PROS
CONSTRUCTION","4061 E CASTRO VALLEY BLVD # 454,
CASTRO VALLEY, CA, CA94552-4840","Residential remodel of (E) kitchen in kind. Replace and
relocate sub panel."
B2019-02713,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"2147 RUSSELL St,
BERKELEY, CA 94705",27650,53168600900,"SAN FRANCISCO A - 1 ROOFING & MAINTENANCE
COMPANY INC","1475 BANCROFT AVE, SAN FRANCISCO, CA, CA94124-3602","Residential re-roof; Remove old roof. Install 1 layer of organic 30lbs. felt, install 1 layer of comp shingle. New flashing. Fire Zone 1 property."
B2019-02714,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"1631 NINTH St, BERKELEY,
CA 94710",0,58212503000,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703",Install a new AC/Furnace to replace the old furnace
B2019-02719,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"3242 CALIFORNIA St,
BERKELEY, CA 94703",3000,52152000300,,,Window replacements
B2019-02720,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"3250 CALIFORNIA St,
BERKELEY, CA 94703",3000,52152000300,,,window replacments
B2019-02721,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"1517 M L KING JR Way, BERKELEY, CA 94709",10000,59226802902,ALL THINGS GOOD,"6112 SUTTER AVE, RICHMOND, CA, CA94804-5350","Remove and replace attic insulation, upgrade to R-44 blown in cellulose. Install high efficiency furnace, same location, install high performance duct system (7) ducts
(1) return R-8. 10/9/19: Add scope of work - relocation of attic access opening at front entry hallway, fold down stairs/ladder, and storage platform built across half of attic (Subject to Field Inspection)."
B2019-02722,Building Permit,Issued,7/1/2019,Residential | Alteration | 0,"1870 SAN RAMON Ave,
BERKELEY, CA 94707",14687,62291101400,RCR INC,"3993 STAR RIDGE RD, HAYWARD, CA,
CA94542","Residential Re-Roof; Remove (E) old roof, install new
30LB felt, new 30yr. asphalt shingles."
B2019-02723,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"1134 BLAKE St, BERKELEY,
CA 94702",14935,54178402600,"SEMPER SOLARIS
CONSTRUCTION","2505 AMARAL CT, HAYWARD, CA,
CA94544-7803","Remove partial roof and install all new roof approx. 17
squares"
B2019-02724,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"1650 SPRUCE St, BERKELEY,
CA 94709",0,58218301200,"GREEN WOLF ENERGY
INC","2479 INDUSTRIAL PKWY W STE C,
HAYWARD, CA, CA94545-5030","Design and Installation of 8.6Kw PV solar system roof
mounted and 200-Amp electrical panel upgrade"
B2019-02726,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"1202 KEITH Ave, BERKELEY,
CA 94708",0,63298805702,BOYES ELECTRIC,"2617 OLD DEL MONTE ST, STOCKTON,
CA, CA95206",Like for Like panel replacement (125-Amp)
B2019-02728,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"2220 JEFFERSON Ave,
BERKELEY, CA 94703",0,56200701500,"SEAMUS LACKEY
PLUMBING","2224 JEFFERSON AVE, BERKELEY, CA,
CA94703","Replace water main, re - pipe copper in house, install
gas line for fireplace insert."
B2019-02733,Building Permit,Issued,7/2/2019,Residential | Alteration | 0,"280 PANORAMIC Way,
BERKELEY, CA 94704",0,55185904700,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703",Re-pipe gas grill line. Install earthquake shut off valve.
B2019-02734,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"1426 NEILSON St,
BERKELEY, CA 94702",0,60239102200,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703","Remove and replace wall furnace in hallway. Install
1/2"" shut off valve."
B2019-02736,Building Permit,Finaled,7/16/2019,Residential | Alteration | 0,"3005 HILLEGASS Ave,
BERKELEY, CA 94705",58200,52156103600,ALAMEDA STRUCTUAL INC.,"1620 CLINTON AVE, ALAMEDA, CA, CA94501","Foundation replacement and improvements per Dave Olnes PE, Inc. Work qualifies for transfer tax rebate"
B2019-02737,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"1823 CARLETON St,
BERKELEY, CA 94703",20500,54181200800,R P S REMODELING INC,"1665 KILAGA SPRINGS RD, LINCOLN, CA, CA95648-9435","Remove (E) V-Groove wood siding. Add 1/2"" plywood, vapor barrier, and apply James Hardie 8.25"" cement fiber lap siding and James Hardie cement fiber door
and window trim."
B2019-02739,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"588 SANTA CLARA Ave, BERKELEY, CA 94707",15000,62289601500,ALWARD CONSTRUCTION,"1035 CARLETON ST, BERKELEY, CA, CA94710-2638","Remodel existing shower, replace tile, fixtures, glass enclosure, replace exhaust fan in existing location. Master bath remodel. Must Comply with Fire Zone 2
Requirements."
B2019-02743,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"2425 CALIFORNIA St 2,
BERKELEY, CA 94703",5000,55191102400,COOPERATIVE CONSTRUCTION INC,"1201 M L KING JR WAY STE 200, OAKLAND, CA, CA94612-1297","Residential Remodel; remove and replace kitchen cabinets like for like, remove and re-install kitchen sink, move residential hood 6"" higher, and replace non- compliant drain for water heater relief valve. Apartment
#2"
B2019-02744,Building Permit,Finaled,7/2/2019,Residential | Alteration | 0,"1226 RUSSELL St,
BERKELEY, CA 94702",10990,53162903000,ASTRO ROOFING INC,"9230 KIEFER BLVD #1, SACRAMENTO, CA, CA95826","Residential Re-Roof, Remove old roof, repair any dry- rot, install synthetic underlayment, install comp
shingles class A. 1710 SF."
B2019-02745,Building Permit,Issued,7/2/2019,Residential | Alteration | 0,"3100 COLLEGE Ave,
BERKELEY, CA 94705",0,52141000200,,,"replacing a cracked 2"" drain pipe on south side of wall -
housing report"
B2019-02746,Building Permit,Finaled,7/10/2019,Residential | Alteration | 0,"1137 BANCROFT Way,
BERKELEY, CA 94702",9980,56198401800,ACKER ROOFING,"1233 REDWOOD DR, CONCORD, CA,
CA94520-4036","Residential Re-Roof: Tear off (E) shingles, re sheet &
install 16Sq's of class C shingles."
B2019-02748,Building Permit,Finaled,7/3/2019,Residential | Alteration | 0,"260 SOUTHAMPTON Ave,
BERKELEY, CA 94707",12000,62291400300,SENSIBLE BUILDERS INC,"1025 CARLETON ST STE 1, BERKELEY, CA, CA94710-2601","Seismic retrofit existing three (3) story chimney. Qualifies for Transfer Tax Rebate. Fire Zone 2
Property."
B2019-02749,Building Permit,Finaled,7/19/2019,Residential | Alteration | 0,"1619 EDITH St, BERKELEY,
CA 94703",12481,58216401600,"A-TAYLOR MADE
WINDOW","5327 JACUZZI ST STE 5E, PT RICHMOND,
CA, CA94804","Remove & replace eight (8) windows & one (1) entry
door, same sizes & locations."
B2019-02751,Building Permit,Issued,7/19/2019,Residential | Alteration | 0,"1629 BEVERLY Pl,
BERKELEY, CA 94707",8986,61260604000,HOME DEPOT USA INC.,"PO BOX 105465, ATLANTA, GA, GA30348-
5465","Remove & replace eight (8) windows, same sizes &
locations."
B2019-02752,Building Permit,Finaled,7/23/2019,Residential | Alteration | 0,"1812 DELAWARE St 303,
BERKELEY, CA 94703",500,57206402401,,,"Remove & replace one (1) bedroom window, same
size & location."
B2019-02753,Building Permit,Issued,7/3/2019,Residential | Alteration | 0,"1685 SOLANO Ave,
BERKELEY, CA 94707",25000,62287101601,RELIANCE BUILDING AND MAINTENANCE LLC,"1027 N EMERALD AVE, MODESTO, CA, CA95351-1591","Remove & replace windows & patio doors, same sizes & locations in Unit #s 101, 103, 201, 303 & 400."
B2019-02754,Building Permit,Issued,7/3/2019,Residential | Alteration | 0,"2565 BUENA VISTA Way, BERKELEY, CA 94708",40000,58224401200,JIM GARDNER CONSTRUCTION INC,"3871 PIEDMONT AVE STE 13, PIEDMONT, CA, CA946115378","Partial foundation replacement, replace exterior stairs & landing. Install new underground sump pump with drain terminating at curb. Fire Zone 2 Property."
B2019-02755,Building Permit,Issued,7/3/2019,Residential | Alteration | 0,"1050 KEITH Ave, BERKELEY,
CA 94708",0,61255503200,,,Relocate gas meter.
B2019-02758,Building Permit,Issued,7/3/2019,Residential | Alteration | 0,"762 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",30000,63296400900,AXIOM CONSTRUCTION INC,"3559 MT DIABLO BLVD, LAFAYETTE, CA, CA94549","Remodel first floor bathroom. Relocate fixtures, replace shower, install new toilet & recessed lights. Enlarge existing bathroom window. Remove non-load bearing livingroom wall half way to leave a pony wall.
Fire Zone 2 Property."
B2019-02763,Building Permit,Issued,7/3/2019,Residential | Alteration | 0,"1300 BLAKE St, BERKELEY,
CA 94702",9700,54179001500,"PRO ROOFING
MAINTENANCE INC","3597 SOMERSET AVE, CASTRO VALLEY,
CA, CA94546-3446",15 squares -Overlay with asphalt shingle
B2019-02769,Building Permit,Issued,7/10/2019,Residential | Alteration | 0,"770 KEELER Ave, BERKELEY, CA 94708",17910,63296302100,RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace seven (7) windows, same sizes & locations. Fire Zone 2 Property."
B2019-02772,Building Permit,Finaled,7/5/2019,Residential | Alteration | 0,"3046 TELEGRAPH Ave 1,
BERKELEY, CA 94705",0,52157605200,KEENE BUILDERS INC,"2215 5TH ST, BERKELEY, CA, CA94710-
2216","Install 50 Amp circuit off main breaker and run conduit to parking space (approximately 50 ft.) to install EV car charger, electrical outlet and two (2) exterior light
receptacles."
B2019-02773,Building Permit,Issued,7/17/2019,Residential | Alteration | 0,"1535 MILVIA St, BERKELEY,
CA 94709",18000,59226402400,,,"Replace rear stairs to 2nd story with deck and stairs.
Replacement of all windows in-kind."
B2019-02777,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1633 EDITH St, BERKELEY,
CA 94703",0,58216201700,,,"Fix break (in water line) reattach to meter (Sidewalk
repair see P2019-00966)"
B2019-02778,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1730 DELAWARE St 3,
BERKELEY, CA 94703",7202,57206502700,WINNING WINDOWS,"6114 LA SALLE AVE #408, OAKLAND, CA,
CA94611","Remove & replace eight (8) windows, same sizes &
locations. (Second Floor Unit.)"
B2019-02779,Building Permit,Issued,7/8/2019,Residential | Alteration | 0,"1721 OREGON St,
BERKELEY, CA 94703",14646,53167501400,WINNING WINDOWS,"6114 LA SALLE AVE #408, OAKLAND, CA,
CA94611","Remove & replace eight (8) windows & one (1) patio
door, same sizes & locations."
B2019-02780,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1635 SAN LORENZO Ave,
BERKELEY, CA 94707",8200,62287501000,R K ROOFING,"10521 PEBBLE BEACH DR, OAKLAND, CA,
CA94605-5021","Reroof-Tear off existing & install modified bitumen
roofing system."
B2019-02781,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1239 BLAKE St, BERKELEY,
CA 94702",10000,54178200400,"ALL RAINGUTTER
SYSTEMS INC","1095 EDEN PLAINS RD, BRENTWOOD,
CA, CA94513-2827",Reroof-Remove & install composite shingles.
B2019-02782,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1884 CAPISTRANO Ave,
BERKELEY, CA 94707",0,62288503900,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703","Evacuate approx. 40ft from the meter, across yard to
front of home to existing inlet."
B2019-02787,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"2442 BYRON St, BERKELEY, CA 94702",0,56192801500,ROTO-ROOTER SERVICES COMPANY,"5717 BRISA ST, LIVERMORE, CA, CA94550
2511","Installing a new water service from home to meter through sidewalk (see P2019-00971 for concrete
permit)"
B2019-02788,Building Permit,Issued,7/8/2019,Residential | Alteration | 0,"2133 ROOSEVELT Ave,
BERKELEY, CA 94703",0,56201204500,,,Replace underground gas line due to leak.
B2019-02789,Building Permit,Issued,7/8/2019,Residential | Alteration | 0,"1927 MARIN Ave, BERKELEY,
CA 94707",17334.4,61257401600,SIMPLY SOLAR INC,"1740 CORPORATE CIR, PETALUMA, CA,
CA94954","Installation of a 5.58kW solar PV system, flush roof
mount, grid tied, main panel upgrade & new roof."
B2019-02792,Building Permit,Finaled,7/8/2019,Residential | Alteration | 0,"1434 OREGON St,
BERKELEY, CA 94702",0,53166900100,CHORAK ROBERT II,"1163 NOGALES ST, LAFAYETTE, CA,
CA94549","Move electric meter 10"" down to meet code
requirements, upgrade service to 70 amps."
