Permit.Number,Status,Date.Issued,Building.Type,Work.Type,StreetNumber,StreetName,StreetType,Valuation,Work.Description,Property.Address
B2021-03308-REV01,Issued,11/23/2021,Residential,Alteration,532,VINCENTE,Ave,0.0,Revision 01 to derate the main circuit from 200 AMPs to 150 AMPs. No increase in valuation. Fire Zone 2 Property.,"532 VINCENTE Ave, Berkeley, CA"
B2021-03309,Issued,07/26/2021,Residential,Alteration,1175,OXFORD,St,0.0,Add subpanel to garage 60amps 120/240v,"1175 OXFORD St, Berkeley, CA"
B2021-03313,Issued,07/26/2021,Residential,Alteration,31,HOPKINS,Ct,0.0,Install one new 20amp 120v circuit to attic area for three (3) new receptacles **SUBJECT TO FIELD INSPECTION**,"31 HOPKINS Ct, Berkeley, CA"
B2021-03316,Issued,10/04/2021,Residential,Alteration,1745,VINE,St,45000.0,Foundation and framing work to remedy existing soft story situation with engineered drawings on a single family residence.,"1745 VINE St, Berkeley, CA"
B2021-03317,Issued,09/28/2021,Residential,Alteration,2252,PARKER,St,45000.0,"Replace kitchen existing location due to fire damage in Units 101, 201 and 302.","2252 PARKER St, Berkeley, CA"
B2021-03318,Issued,08/06/2021,Residential,Alteration,1347,MCGEE,Ave,10425.0,Plan Set A - Seismic for Transfer Tax Rebate.,"1347 MCGEE Ave, Berkeley, CA"
B2021-03319,Issued,07/26/2021,Residential,Alteration,744,CONTRA COSTA,Ave,0.0,Install main panel upgrade to 225A with 200A main breaker,"744 CONTRA COSTA Ave, Berkeley, CA"
B2021-03320,Issued,07/26/2021,Residential,Alteration,2419,ACTON,St,0.0,Install main panel upgrade to 200A with 200A main breaker,"2419 ACTON St, Berkeley, CA"
B2021-03321,Issued,07/26/2021,Residential,Alteration,1602,STANNAGE,Ave,38000.0,Foundation Replacement and cripple wall bracing,"1602 STANNAGE Ave, Berkeley, CA"
B2021-03323,Issued,07/26/2021,Residential,Alteration,589,SAN LUIS,Rd,0.0,Electrical service upgrade from 100A to 200A  - Original permit pulled under B2013-03693- need PG&E recheck.,"589 SAN LUIS Rd, Berkeley, CA"
B2021-03324,Issued,07/26/2021,Residential,Alteration,1708,LINCOLN,St,1000.0,New water heater- Bring up to current code,"1708 LINCOLN St, Berkeley, CA"
B2021-03325,Issued,07/26/2021,Residential,Alteration,1710,LINCOLN,St,1000.0,Installation of (2) water heaters to bring up to current code.,"1710 LINCOLN St, Berkeley, CA"
B2021-03326,Issued,07/26/2021,Residential,Alteration,850,HEARST,Ave,0.0,Replacing wall heater,"850 HEARST Ave, Berkeley, CA"
B2021-03327,Issued,07/26/2021,Residential,Alteration,1900,SEVENTH,St,0.0,Replacing wall heater,"1900 SEVENTH St, Berkeley, CA"
B2021-03331,Issued,08/10/2021,Residential,Alteration,1443,SCENIC,Ave,0.0,Replace (E) water heater with new tank-less exterior unit.  Property in Fire Zone 2.,"1443 SCENIC Ave, Berkeley, CA"
B2021-03332,Issued,07/27/2021,Residential,Alteration,1636,LE ROY,Ave,9500.0,Main Panel upgrade from 100 amps to 200 amps.,"1636 LE ROY Ave, Berkeley, CA"
B2021-03334,Issued,07/27/2021,Residential,Alteration,1347,MCGEE,Ave,0.0,"**2/22/2022--Added 3 outlets, 1 Dishwasher outlet, 1 bathroom, 1 garbage disposal outlet**
Upgrade existing 100amp panel to new 200amp panel","1347 MCGEE Ave, Berkeley, CA"
B2021-03336,Issued,07/27/2021,Residential,Alteration,1612,BUENA,Ave,19355.0,"Replacing 12 windows in kind, no changes to openings","1612 BUENA Ave, Berkeley, CA"
B2021-03337,Issued,07/27/2021,Residential,Alteration,1915,HARMON,St,50000.0,"Remove & replace siding, install insulation, 1/2"" plywood & new tyvek.","1915 HARMON St, Berkeley, CA"
B2021-03339,Issued,05/16/2022,Residential,Alteration,2320,BLAKE,St,47000.0,Basement room remodel with added bathroom,"2320 BLAKE St, Berkeley, CA"
B2021-03339-REV01,Issued,07/05/2022,Residential,Alteration,2320,BLAKE,St,47000.0,"Added new footing under existing post. Revised details at north shear wall based on discovered field condition. Strengthened main floor joists to address discovered defects & provide sufficient strength for possible future attic renovation. Added other minor information (finishes, int. elevations, etc.). Valuation increase of $5,000. From $42,000 to $47,000.","2320 BLAKE St, Berkeley, CA"
B2021-03341,Issued,01/18/2022,Residential,Addition/Alteration,1516,HOPKINS,St,70000.0,Covert existing 232SF garage/unpermitted studio into a ADU,"1516 HOPKINS St, Berkeley, CA"
B2021-03341-REV01,Issued,04/13/2022,Residential,Addition,1516,HOPKINS,St,5000.0,"Per new local ADU ordinance, additional 51 sq ft added, within new Development Standards, to the original 232 sq ft for a total of 283 sq ft. Roof structure is simplified w/ no steel required. Valuation increase of $5,000. From $65,000 to $70,000.","1516 HOPKINS St, Berkeley, CA"
B2021-03343,Issued,07/27/2021,Residential,Alteration,635,SANTA BARBARA,Rd,0.0,Relocate and upgrade main service panel to 200 amps and adding a 200 amp subpanel,"635 SANTA BARBARA Rd, Berkeley, CA"
B2021-03349,Issued,07/28/2021,Residential,Alteration,1423,MILVIA,St,27900.0,"Remove existing cedar shingled siding, install 60 min. Jumbotex building paper & #1 western red cedar shingles. Weave and nail all corners.","1423 MILVIA St, Berkeley, CA"
B2021-03351,Issued,07/28/2021,Residential,Alteration,1491,UNIVERSITY,Ave,0.0,"Repair 4 water heaters in unit 1485, 1487, 1489 &1491 Per Housing N.O.V #H2021-02405","1491 UNIVERSITY Ave, Berkeley, CA"
B2021-03354,Issued,08/18/2021,Residential,Alteration,930,GRAYSON,St,0.0,Install 200Amp Service,"930 GRAYSON St, Berkeley, CA"
B2021-03357,Issued,08/27/2021,Residential,Alteration,1435,BONITA,Ave,22500.0,"Voluntary seismic upgrade at south framed walls; replace (6) windows and (3) doors with in-kind windows/doors; replace water proofing at (3) decks(2 elevated); replace (E) guardrails with (N) 42"" high guardrails; metal flashing/self -adhering sheet membrane installation at wall grade conditions; (N) concrete slab with thickened edge at replaced side yard walkway; ( N) stucco at rear wall disturbed.","1435 BONITA Ave, Berkeley, CA"
B2021-03358,Issued,08/02/2021,Residential,Alteration,2418,JEFFERSON,Ave,14270.0,"Remove existing comp shingle roof and install new Landmark Dimensional shingles, 22 squares.","2418 JEFFERSON Ave, Berkeley, CA"
B2021-03359,Issued,08/02/2021,Residential,Alteration,2252,SUMMER,St,7260.0,"Remove existing comp shingle roof and install new Landmark Dimensional shingles,10 squares.","2252 SUMMER St, Berkeley, CA"
B2021-03360,Issued,07/28/2021,Residential,Alteration,2806,PRINCE,St,6700.0,Remove knob and tube wiring in attic and basement,"2806 PRINCE St, Berkeley, CA"
B2021-03362,Issued,07/28/2021,Residential,Alteration,1518,ARCH,St,36750.0,"Upstairs unit repipe/We will begin in the crawl space where the existing 3/4” copper lines comes into the home and replace the existing 1/2” copper line with new 3/4” copper piping.
*In order to gain access to the upstairs fixtures, we will open a section of the downstairs wall above the toilet location, and in ceiling in bathroom location to gain access to upstairs sink, toilet and shower/From the water heater, we will run new 1/2” copper lines exposed to the washer machine, when we will provide and install new laundry hose bibs and hoses","1518 ARCH St, Berkeley, CA"
B2021-03366,Issued,09/21/2021,Residential,Alteration,7,SAN MATEO,Rd,0.0,Install 7.74 KW PV solar panels (18 modules) on the roof with a new inverter & battery backup. Fire Zone 2 Property.,"7 SAN MATEO Rd, Berkeley, CA"
B2021-03367,Issued,06/02/2022,Residential,Alteration,1911,NINTH,St,60000.0,"Remodel kitchen. New French doors, window, & door overhang.","1911 NINTH St, Berkeley, CA"
B2021-03368,Issued,03/08/2022,Residential,Alteration,1901,MARIN,Ave,350000.0,REMODEL THE INTERIOR OF EXISTING HOUSE. ADD A MASTER BATHROOM AND RELOCATE KITCHEN. ADD TWO SLIDING GLASS DOOR TO THE NORTH WALL AND CLOSE OFF ONE EXISTING WINDOW AND SWINGING EXTERIOR DOOR .CONNECT EXISTING GARAGE AT BASMENT VIA AN INTERIOR STAIRS. REPLACE EXISTING EXTERIOR STAIRS WITH A NEW ONE.,"1901 MARIN Ave, Berkeley, CA"
B2021-03369,Issued,08/10/2021,Residential,Alteration,45,ALVARADO,Rd,9550.0,"Replace 5 windows. All are kind for kind, size for size. 
Windows are wood replacements installed as retrofit. No grids on 
windows. Max U-factor 0.30, SHGC 0.18, and WUIBS compliant.  Fire zone 2","45 ALVARADO Rd, Berkeley, CA"
B2021-03370,Issued,08/12/2021,Residential,Alteration,1935,CEDAR,St,35500.0,Foundation repair/replacement and voluntary seismic upgrade.,"1935 CEDAR St, Berkeley, CA"
B2021-03371,Issued,07/29/2021,Residential,Alteration,5,TANGLEWOOD,Rd,8000.0,Upgrade existing 200amp panel with new 200amp main panel and install new 100amp sub panel inside,"5 TANGLEWOOD Rd, Berkeley, CA"
B2021-03373,Issued,03/21/2022,Residential,Alteration,1350,CARLOTTA,Ave,2350.0,"Replace (2) Fiberglass windows size for size , same location. Windows will be tempered.","1350 CARLOTTA Ave, Berkeley, CA"
B2021-03376,Issued,07/29/2021,Residential,Alteration,1533,BEVERLY,Pl,14951.0,"Remove existing roof apply 3016 felt paper, apply 30yr composition shingles. Install new flashing and down spouts.","1533 BEVERLY Pl, Berkeley, CA"
B2021-03378,Issued,07/29/2021,Residential,Alteration,1914,HARMON,St,11200.0,"Main panel upgrade to 200 amps, 100 amp sub panel, add additional meter and rewire the rear unit.","1914 HARMON St, Berkeley, CA"
B2021-03380,Issued,08/27/2021,Residential,Alteration,1215,BANCROFT,Way,8000.0,"Change existing closet into bathroom, add wall into front room to make additional bedroom.","1215 BANCROFT Way, Berkeley, CA"
B2021-03381,Issued,09/10/2021,Residential,Alteration,1221,TALBOT,Ave,22500.0,"Replace existing concrete foundation at front, street, side of dwelling according to the specifications outlined in the FEMA plan set; wood framed, single story, single family home w/ exterior siding (light construction).","1221 TALBOT Ave, Berkeley, CA"
B2021-03382,Issued,10/05/2021,Residential,Alteration,1139,SPRUCE,St,3000.0,"Remove and rebuild laundry shed, relocate water heater.  Property in Fire Zone 2.","1139 SPRUCE St, Berkeley, CA"
B2021-03383,Issued,07/29/2021,Residential,Alteration,2336,CURTIS,St,0.0,Replacement of (1) 40 gallon water heater,"2336 CURTIS St, Berkeley, CA"
B2021-03384,Issued,05/09/2022,Residential,Demolition,1315,VIRGINIA,St,1800.0,Demolish and haul away garage-workshop.,"1315 VIRGINIA St, Berkeley, CA"
B2021-03388,Issued,07/29/2021,Residential,Alteration,1112,WALNUT,St,0.0,Installing new main panel service- 200 amps,"1112 WALNUT St, Berkeley, CA"
B2021-03389,Issued,07/29/2021,Residential,Alteration,1047,MERCED,St,0.0,200 amp main panel upgrade,"1047 MERCED St, Berkeley, CA"
B2021-03392,Issued,02/07/2022,Residential,Alteration,2026,NINTH,St,6000.0,Repairing damage due to dryrot.  Replace decking on landing and bottom step.  Replace post cap.,"2026 NINTH St, Berkeley, CA"
B2021-03393,Issued,08/10/2021,Residential,Alteration,532,VINCENTE,Ave,2150.0,"Partial re-roof, Ridge Cap Replacement, approximately 100 SqFt.","532 VINCENTE Ave, Berkeley, CA"
B2021-03394,Issued,08/17/2021,Residential,Alteration,1076,STERLING,Ave,17881.64,"Remove existing roof & install (5.14536 KW / 66 Tiles / 14 Squares) PV Tesla Solar roof, with two (2) 27 KWh Energy Storage Systems/Load Center. Fire Zone 2 Property.","1076 STERLING Ave, Berkeley, CA"
B2021-03394-REV01,Issued,11/08/2021,Residential,Alteration,1076,STERLING,Ave,17881.64,Revision to relocate equipment & correct the electrical line drawing to match the installation. No increase in valuation.,"1076 STERLING Ave, Berkeley, CA"
B2021-03395,Issued,08/10/2021,Residential,Alteration,1632,STUART,St,17881.64,Remove existing roof & install Tesla Solar PV roof (7.893 KW / 135 Tiles / 11 Squares) with one (1) Energy Storage System / Load Center.,"1632 STUART St, Berkeley, CA"
B2021-03397,Issued,08/09/2021,Residential,Alteration,1208,PERALTA,Ave,0.0,New water line installation- 2 outlets,"1208 PERALTA Ave, Berkeley, CA"
B2021-03404,Issued,10/04/2021,Residential,Alteration,1902,VIRGINIA,St,150.0,Certify and correct water heater vent at wall.,"1902 VIRGINIA St, Berkeley, CA"
B2021-03407,Issued,08/05/2021,Residential,Alteration,1265,MONTEREY,Ave,0.0,Install 4.74 KW PV solar panels with a 13.5 KWh Energy Storage System.,"1265 MONTEREY Ave, Berkeley, CA"
B2021-03410,Issued,10/04/2021,Residential,Alteration,1902,VIRGINIA,St,0.0,Provide proper grounding to GFCI outlets in kitchen.,"1902 VIRGINIA St, Berkeley, CA"
B2021-03411,Issued,10/04/2021,Residential,Alteration,1902,VIRGINIA,St,0.0,"Convert heater vent to type B vent with 1"" min. distance from combustable surfaces.","1902 VIRGINIA St, Berkeley, CA"
B2021-03412,Issued,11/16/2021,Residential,New,1414,SEVENTH,St,125000.0,New ADU.,"1414 SEVENTH St, Berkeley, CA"
B2021-03419,Issued,08/02/2021,Residential,Alteration,31,COLORADO,Ave,43400.0,"Remove & replace fifteen (15) second floor windows, same sizes & locations. All windows are to be tempered. Fire Zone 2 Property.","31 COLORADO Ave, Berkeley, CA"
B2021-03424,Issued,08/02/2021,Residential,Alteration,3216,BAKER,St,250.0,Replace water heater with ground bonding drip sediment trap gas.,"3216 BAKER St, Berkeley, CA"
B2021-03425,Issued,08/02/2021,Residential,Alteration,1322,RUSSELL,St,10000.0,Install Duradek Vinyl waterproofing membrane over existing deck. Handrail to be replaced by others.,"1322 RUSSELL St, Berkeley, CA"
B2021-03427,Issued,08/19/2021,Residential,Alteration,1929,YOLO,Ave,15000.0,"Bathroom remodel, relocate fixtures. Infill interior door, remove & replace window, same size & location. Fire Zone 2 Property.","1929 YOLO Ave, Berkeley, CA"
B2021-03428,Issued,08/02/2021,Residential,Alteration,1218,Santa Fe,Ave,0.0,Temp Power,"1218 Santa Fe Ave, Berkeley, CA"
B2021-03430,Issued,08/12/2021,Residential,Alteration,5,THE UPLANDS,,0.0,Install 8.56 KW PV solar panels (24 modules) on the roof with a new inverter.,
B2021-03433,Issued,08/02/2021,Residential,Alteration,1380,CEDAR,St,0.0,Panel Upgrade from 100A to 200A service,"1380 CEDAR St, Berkeley, CA"
B2021-03437,Issued,10/21/2021,Residential,Addition/Alteration,1630,DERBY,St,203447.0,"Enclose existing porch to be habitable room. Remove walls between kitchen, living room and dining room. Replace existing 9:12 front roof by a 4:12 new roof. Create 2 additions with new roofs on the back of the house to add height. Add bathroom and bedroom on the upper floor. Remodel (E) deck.","1630 DERBY St, Berkeley, CA"
B2021-03439,Issued,08/31/2021,Residential,Alteration,7,SAN MATEO,Rd,15500.0,"Remove 10' from top of chimney to shoulder and close chimney off, basement fireplace will be closed off with sheet rock, living room unit will have an electric unit.  Property in Fire Zone 2.","7 SAN MATEO Rd, Berkeley, CA"
B2021-03447,Issued,08/03/2021,Residential,Alteration,1628,BELVEDERE,Ave,0.0,Weather head and service,"1628 BELVEDERE Ave, Berkeley, CA"
B2021-03448,Issued,08/03/2021,Residential,Alteration,562,ARLINGTON,Ave,0.0,"Removal of 100A service entrance panel in ""dog house"" and installation of 125A service equipment with distribution, on exterior of house.  Refeed existing circuitry from new location.  Also, installation of dedicated 240V/30A circuit for EV charging station.","562 ARLINGTON Ave, Berkeley, CA"
B2021-03453,Issued,08/03/2021,Residential,Alteration,1316,SHATTUCK,Ave,4500.0,Water Line (2) Replacement from meter to the house.,"1316 SHATTUCK Ave, Berkeley, CA"
B2021-03454,Issued,08/03/2021,Residential,Alteration,2030,BLAKE,St,1850.0,Water Heater Replacement -40 Gallons- Unit A,"2030 BLAKE St, Berkeley, CA"
B2021-03455,Issued,08/28/2021,Residential,Alteration,2335,WARRING,St,12000.0,A new retaining wall with stair at the rear yard.,"2335 WARRING St, Berkeley, CA"
B2021-03459,Issued,08/04/2021,Residential,Alteration,1132,PAGE,St,10000.0,Units 1132 & 1134. Repair steps and porches as needed. Pour new driveway (on property side only).,"1132 PAGE St, Berkeley, CA"
B2021-03460,Issued,08/05/2021,Residential,Alteration,1284,HEARST,Ave,3000.0,Upgrade and install a new 2 meter electrical service at front of the house plus pick up (4) existing circuits.,"1284 HEARST Ave, Berkeley, CA"
B2021-03462,Issued,08/04/2021,Residential,Alteration,838,MENDOCINO,Ave,5500.0,"Tear off, install 1 layer tri-built laidmark TL Solaris ( garage only) Class A- 3 Sq.","838 MENDOCINO Ave, Berkeley, CA"
B2021-03465,Issued,09/08/2021,Residential,Alteration,65,ACACIA,Ave,0.0,Installing 1 Enphase Encharge energy storage system.  Fire zone 2,"65 ACACIA Ave, Berkeley, CA"
B2021-03466,Issued,09/01/2021,Residential,Alteration,1500,EUCLID,Ave,10000.0,"Deck repair, dry rot repair at deck and replace two footings","1500 EUCLID Ave, Berkeley, CA"
B2021-03469,Issued,09/17/2021,Residential,Alteration,1295,FRANCISCO,St,4900.0,Voluntary Seismic Retrofit in Accordance with Plan Set A Seismic Retrofit.,"1295 FRANCISCO St, Berkeley, CA"
B2021-03472,Issued,11/23/2021,Residential,Alteration,315,VERMONT,Ave,23276.0,Replacing 8 insert windows. Like for like.  Fire zone 2,"315 VERMONT Ave, Berkeley, CA"
B2021-03473,Issued,09/22/2021,Residential,Alteration,2239,BROWNING,St,8000.0,Seismic Retrofit,"2239 BROWNING St, Berkeley, CA"
B2021-03474,Issued,11/29/2022,Residential,Addition/Alteration,2853,SHASTA,Rd,40000.0,"Add 108 sq. ft. to dining room/living room area upstairs. Bath 2: Replace all fixtures, vanities. Install new finishes Bath 1: Replace all fixtures, Remove fireplace & brick chimney, & wall sections. Build new walls as indicated. Install new fixtures, vanity, exhaust fan, doors, windows and new finishes.  Fire zone 2","2853 SHASTA Rd, Berkeley, CA"
B2021-03476,Issued,08/16/2021,Residential,Alteration,15,MAYBECK TWIN,Dr,0.0,"Split system changeout (AFUE 96%, 84K BTU, 16 SEER, 4 Ton)","15 MAYBECK TWIN Dr, Berkeley, CA"
B2021-03480,Issued,08/19/2021,Residential,Alteration,1380,ADA,St,15000.0,Replace kitchen cabinets.  Replace window with garden window.,"1380 ADA St, Berkeley, CA"
B2021-03484,Issued,09/10/2021,Residential,Alteration,1437,VIRGINIA,St,15000.0,"Repair rear deck and relocate stairs.  Remove awning at rear porch.  Remove window bars and replace 2 windows in bedroom 2&3 to meet egress.  Replace washer and dyer hook ups.  Replace outlets in kitchen and bathroom.   Replace furnace and water heater. 
Repair/replace all items in housing report.","1437 VIRGINIA St, Berkeley, CA"
